Scraping Date,Scraping Time,ID,Posted at,Deleted at,Reposted at,Job Title,Workplace Type,Location,Type,Job Type,Apply Link,Description,Requirements,Highlights
08/07/2025,11:07,4423487005,08/07/2025,11/07/2025,,Urdu (India) Freelance Writer,Remote,India,Languages,,https://app.outlier.ai/en/expert/opportunities/4423487005?location=All&type=All,"Outlier helps the world’s most innovative companies improve their AI models by providing human feedback. Are you an experienced Urdu writer who would like to lend your expertise to train AI models?
About the opportunity:
- Outlier is looking for talented writers with fluency in Urdu to help train generative artificial intelligence models
- This freelance opportunity is remote and hours are flexible, so you can work whenever is best for you
You may contribute your expertise by…
- Reading Urdu (India) text in order to rank a series of responses that were produced by an AI model
- Writing a short story in Urdu (India) about a given topic
- Assessing whether a piece of Urdu (India) text produced by an AI model is factually accurate
Examples of desirable expertise:
- Experience as a professional translator
- Professional writing experience (copywriter, journalist, technical writer, editor, etc.)
- Enrollment in or completion of an undergraduate program in a humanities field or field related to writing
- Enrollment in or completion of a graduate program related to creative writing
Payment:
- Currently, pay rates for core project work by Urdu (India) writing experts average USD $7.50 per hour
- Rates vary based on expertise, skills assessment, location, project need, and other factors. For example, higher rates may be offered to PhDs. For non-core work, such as during initial project onboarding or project overtime phases, lower rates may apply. Certain projects offer incentive payments. Please review the payment terms for each project.",,"Remote work: Work from the comfort of your home, or wherever you want
Flexible hours: Work anytime, you set your schedule
Weekly payouts: Don't wait weeks to get paid
Flex your expertise: Apply your skills to the development of the world's most exciting industry
Remote work: Work from the comfort of your home, or wherever you want
Flexible hours: Work anytime, you set your schedule
Weekly payouts: Don't wait weeks to get paid
Flex your expertise: Apply your skills to the development of the world's most exciting industry"
08/07/2025,11:07,4549070005,08/07/2025,,,Coding Expert - LATAM,Remote,"Puerto Rico, Argentina, Peru, Colombia, Dominica, Brazil, Chile, Guatemala, Honduras, Mexico",Coders,,https://app.outlier.ai/en/expert/opportunities/4549070005?location=All&type=All,"Outlier helps the most innovative companies in the world improve their AI models by providing human feedback. Are you an experienced software engineer who would like to lend your programming expertise to train AI models? Join our team to train AI models to excel in code generation!
We partner with organizations to train large AI language models, helping cutting-edge AI generative models write better code. Projects typically involve discrete and highly variable problems that require interacting with these models while they learn to program. No prior AI experience is required.

About the Opportunity:
Outlier is looking for talented programmers to help train generative AI models.
This freelance opportunity is remote, and the hours are flexible, so you can work whenever it suits you. The general expectation is a commitment of 40 hours per week.
You can contribute your expertise by...
- Developing and answering computer science questions to help train AI models
- Evaluating and classifying code generated by AI models

Examples of Experience:
- Currently pursuing or have completed a Bachelor's degree or higher in Computer Science from a selective institution.
- Proficiency in working with one or more of the following programming languages: Python, Java, JavaScript, or C++.
- Ability to articulate complex concepts fluently in written and spoken English.
- Excellent attention to detail, including grammar, punctuation, and style guidelines.

Compensation:
Currently, pay rates for main projects in LATAM average from USD $15 per hour to USD $32 per hour.
Rates vary based on experience, skills assessment, location, project need, and other factors. For example, higher rates may be offered to PhDs. For non-core work, such as during the initial onboarding phase or overtime project phases, lower rates may apply. Certain projects offer incentive payments. Please review the payment terms for each project.

If you already have an Outlier account, please apply here:
https://forms.gle/qKmRXRGcLFz9KEMr8

Questions?
Contact us at:acquisition-latam@outlier.ai

PLEASE NOTE:We collect, store, and use personal data for our business purposes, including notifying you about opportunities that may be of interest and sharing with our affiliates. We limit the personal data we collect to what we deem appropriate and necessary to manage applicant needs, provide our services, and comply with applicable laws. Any information we collect in connection with your application will be handled according to Outlier’s Privacy Policy and our internal policies and programs designed to protect personal data.
This is a 1099 contract opportunity on the Outlier.ai platform. Since this is a freelance opportunity, we do not offer internships, sponsorship, or employment. You must be authorized to work in your country of residence. If you are an international student, you may be able to register with Outlier if you have a visa. You should contact your tax and/or immigration advisor for specific questions about your circumstances.",,"Remote work: Work from the comfort of your home, or wherever you want
Flexible hours: Work anytime, you set your schedule
Weekly payouts: Don't wait weeks to get paid
Flex your expertise: Apply your skills to the development of the world's most exciting industry
Remote work: Work from the comfort of your home, or wherever you want
Flexible hours: Work anytime, you set your schedule
Weekly payouts: Don't wait weeks to get paid
Flex your expertise: Apply your skills to the development of the world's most exciting industry"
08/07/2025,11:07,4545180005,08/07/2025,,,Front-End Developer Expertise for AI Training,Remote,"United States, Canada, United Kingdom",Coders,,https://app.outlier.ai/en/expert/opportunities/4545180005?location=All&type=All,"Outlier helps the world’s most innovative companies improve their AI models by providing human feedback. Are you a world-class front-end developer or web designer who wants to help shape the future of AI?
We collaborate with leading AI organizations to train large language models—teaching them how to design and code like the best front-end engineers and designers in the world. Our projects focus on helping generative AI improve its understanding of front-end technologies, UI/UX principles, and modern web standards.
This is a rare opportunity to put your coding and design skills to work in training cutting-edge AI systems—no prior experience with AI is required.

About the opportunity:
- Outlier is looking for exceptional front-end developers and designers to help train generative AI models.
- This freelance role is fully remote and offers flexible hours—you can work whenever works best for you.

You may contribute your expertise by…
- Creating and answering questions about front-end development and web design to help train AI models
- Reviewing and evaluating code generated by AI in JavaScript, React, and other modern front-end frameworks
- Assessing UI/UX quality, accessibility, and design choices made by AI-generated code
- Offering expert-level feedback on what makes a user interface intuitive, functional, and beautiful

We’re looking for people with…
- Strong technical skills in HTML, CSS, JavaScript, and frameworks like React, Next.js, Vue, or similar
- An eye for world-class design—deep understanding of UI/UX principles, responsive design, and interaction patterns
- Experience building polished, accessible, and production-ready web interfaces
- A background in computer science, web development, or digital design (degree not required if experience is exceptional)
- Outstanding attention to detail and ability to communicate clearly about visual and code quality

Payment:
- Currently, pay rates for core project work range from USD $25 to $50 per hour.
- Rates vary based on expertise, skills assessment, location, project need, and other factors. For example, higher rates may be offered to PhDs. For non-core work, such as during initial project onboarding or project overtime phases, lower rates may apply. Certain projects offer incentive payments. Please review the payment terms for each project.",,"Remote work: Work from the comfort of your home, or wherever you want
Flexible hours: Work anytime, you set your schedule
Weekly payouts: Don't wait weeks to get paid
Flex your expertise: Apply your skills to the development of the world's most exciting industry
Remote work: Work from the comfort of your home, or wherever you want
Flexible hours: Work anytime, you set your schedule
Weekly payouts: Don't wait weeks to get paid
Flex your expertise: Apply your skills to the development of the world's most exciting industry"
08/07/2025,11:07,4545181005,08/07/2025,,,Front-End Developer Expertise for AI Training,Remote,India,Coders,,https://app.outlier.ai/en/expert/opportunities/4545181005?location=All&type=All,"Outlier helps the world’s most innovative companies improve their AI models by providing human feedback. Are you a world-class front-end developer or web designer who wants to help shape the future of AI?
We collaborate with leading AI organizations to train large language models—teaching them how to design and code like the best front-end engineers and designers in the world. Our projects focus on helping generative AI improve its understanding of front-end technologies, UI/UX principles, and modern web standards.
This is a rare opportunity to put your coding and design skills to work in training cutting-edge AI systems—no prior experience with AI is required.

About the opportunity:
- Outlier is looking for exceptional front-end developers and designers to help train generative AI models.
- This freelance role is fully remote and offers flexible hours—you can work whenever works best for you.

You may contribute your expertise by…
- Creating and answering questions about front-end development and web design to help train AI models
- Reviewing and evaluating code generated by AI in JavaScript, React, and other modern front-end frameworks
- Assessing UI/UX quality, accessibility, and design choices made by AI-generated code
- Offering expert-level feedback on what makes a user interface intuitive, functional, and beautiful

We’re looking for people with…
- Strong technical skills in HTML, CSS, JavaScript, and frameworks like React, Next.js, Vue, or similar
- An eye for world-class design—deep understanding of UI/UX principles, responsive design, and interaction patterns
- Experience building polished, accessible, and production-ready web interfaces
- A background in computer science, web development, or digital design (degree not required if experience is exceptional)
- Outstanding attention to detail and ability to communicate clearly about visual and code quality

Payment:
- Currently, pay rates for core project work range from USD $13.50 to $27.50 per hour.
- Rates vary based on expertise, skills assessment, location, project need, and other factors. For example, higher rates may be offered to PhDs. For non-core work, such as during initial project onboarding or project overtime phases, lower rates may apply. Certain projects offer incentive payments. Please review the payment terms for each project.",,"Remote work: Work from the comfort of your home, or wherever you want
Flexible hours: Work anytime, you set your schedule
Weekly payouts: Don't wait weeks to get paid
Flex your expertise: Apply your skills to the development of the world's most exciting industry
Remote work: Work from the comfort of your home, or wherever you want
Flexible hours: Work anytime, you set your schedule
Weekly payouts: Don't wait weeks to get paid
Flex your expertise: Apply your skills to the development of the world's most exciting industry"
08/07/2025,11:07,4547205005,08/07/2025,,,Front-End Developer Expertise for AI Training - EU,Remote,"France, Netherlands, Spain, Germany, Italy, Portugal",Coders,,https://app.outlier.ai/en/expert/opportunities/4547205005?location=All&type=All,"Outlier helps the world’s most innovative companies improve their AI models by providing human feedback. Are you a world-class front-end developer or web designer who wants to help shape the future of AI?
We collaborate with leading AI organizations to train large language models—teaching them how to design and code like the best front-end engineers and designers in the world. Our projects focus on helping generative AI improve its understanding of front-end technologies, UI/UX principles, and modern web standards.
This is a rare opportunity to put your coding and design skills to work in training cutting-edge AI systems—no prior experience with AI is required.

About the opportunity:
- Outlier is looking for exceptional front-end developers and designers to help train generative AI models.
- This freelance role is fully remote and offers flexible hours—you can work whenever works best for you.

You may contribute your expertise by…
- Creating and answering questions about front-end development and web design to help train AI models
- Reviewing and evaluating code generated by AI in JavaScript, React, and other modern front-end frameworks
- Assessing UI/UX quality, accessibility, and design choices made by AI-generated code
- Offering expert-level feedback on what makes a user interface intuitive, functional, and beautiful

We’re looking for people with…
- Strong technical skills in HTML, CSS, JavaScript, and frameworks like React, Next.js, Vue, or similar
- An eye for world-class design—deep understanding of UI/UX principles, responsive design, and interaction patterns
- Experience building polished, accessible, and production-ready web interfaces
- A background in computer science, web development, or digital design (degree not required if experience is exceptional)
- Outstanding attention to detail and ability to communicate clearly about visual and code quality

Payment:
- Currently, pay rates for core project work range from USD $25 to $50 per hour.
- Rates vary based on expertise, skills assessment, location, project need, and other factors. For example, higher rates may be offered to PhDs. For non-core work, such as during initial project onboarding or project overtime phases, lower rates may apply. Certain projects offer incentive payments. Please review the payment terms for each project.",,"Remote work: Work from the comfort of your home, or wherever you want
Flexible hours: Work anytime, you set your schedule
Weekly payouts: Don't wait weeks to get paid
Flex your expertise: Apply your skills to the development of the world's most exciting industry
Remote work: Work from the comfort of your home, or wherever you want
Flexible hours: Work anytime, you set your schedule
Weekly payouts: Don't wait weeks to get paid
Flex your expertise: Apply your skills to the development of the world's most exciting industry"
08/07/2025,11:07,4547203005,08/07/2025,,,Front-End Developer Expertise for AI Training - LATAM,Remote,"Mexico, Argentina, Chile, Ecuador, Colombia, Brazil, Peru",Coders,,https://app.outlier.ai/en/expert/opportunities/4547203005?location=All&type=All,"Outlier helps the world’s most innovative companies improve their AI models by providing human feedback. Are you a world-class front-end developer or web designer who wants to help shape the future of AI?
We collaborate with leading AI organizations to train large language models—teaching them how to design and code like the best front-end engineers and designers in the world. Our projects focus on helping generative AI improve its understanding of front-end technologies, UI/UX principles, and modern web standards.
This is a rare opportunity to put your coding and design skills to work in training cutting-edge AI systems—no prior experience with AI is required.

About the opportunity:
- Outlier is looking for exceptional front-end developers and designers to help train generative AI models.
- This freelance role is fully remote and offers flexible hours—you can work whenever works best for you.

You may contribute your expertise by…
- Creating and answering questions about front-end development and web design to help train AI models
- Reviewing and evaluating code generated by AI in JavaScript, React, and other modern front-end frameworks
- Assessing UI/UX quality, accessibility, and design choices made by AI-generated code
- Offering expert-level feedback on what makes a user interface intuitive, functional, and beautiful

We’re looking for people with…
- Strong technical skills in HTML, CSS, JavaScript, and frameworks like React, Next.js, Vue, or similar
- An eye for world-class design—deep understanding of UI/UX principles, responsive design, and interaction patterns
- Experience building polished, accessible, and production-ready web interfaces
- A background in computer science, web development, or digital design (degree not required if experience is exceptional)
- Outstanding attention to detail and ability to communicate clearly about visual and code quality

Payment:
- Currently, pay rates for core project work range from USD $12 to $32.50 per hour.
- Rates vary based on expertise, skills assessment, location, project need, and other factors. For example, higher rates may be offered to PhDs. For non-core work, such as during initial project onboarding or project overtime phases, lower rates may apply. Certain projects offer incentive payments. Please review the payment terms for each project.",,"Remote work: Work from the comfort of your home, or wherever you want
Flexible hours: Work anytime, you set your schedule
Weekly payouts: Don't wait weeks to get paid
Flex your expertise: Apply your skills to the development of the world's most exciting industry
Remote work: Work from the comfort of your home, or wherever you want
Flexible hours: Work anytime, you set your schedule
Weekly payouts: Don't wait weeks to get paid
Flex your expertise: Apply your skills to the development of the world's most exciting industry"
08/07/2025,11:07,4558931005,08/07/2025,,,Software Engineer for AI Training (Code Quality & Debugging Focus),Remote,India,Coders,,https://app.outlier.ai/en/expert/opportunities/4558931005?location=All&type=All,"Outlier helps the world’s most innovative companies improve their AI models by providing human feedback. Are you an experienced software engineer who wants to help shape the future of AI?
We collaborate with leading AI organizations to train large language models—teaching them how to write, review, and debug code like the best engineers in the world. Our projects focus on helping generative AI improve its understanding of software development practices, coding standards, debugging techniques, and collaborative engineering workflows.
This is a rare opportunity to put your engineering expertise to work in training cutting-edge AI systems—no prior experience with AI is required.

About the opportunity:
- Outlier is looking for exceptional software engineers to help train generative AI models.
- This freelance role is fully remote and offers flexible hours—you can work whenever works best for you.

You may contribute your expertise by…
- Creating and answering technical questions about software engineering concepts, coding best practices, and debugging strategies to help train AI models
- Reviewing and evaluating code generated by AI in languages such as JavaScript, Python, Go, Java, TypeScript, and C++
- Analyzing code quality, maintainability, and adherence to real-world engineering standards
- Providing expert-level feedback on version control workflows, collaborative coding practices, and effective debugging techniques

We’re looking for people with…
- Proficiency in at least two of the following languages: JavaScript, Python, Go, Java, TypeScript, or C++
- Professional experience building and maintaining production-grade software repositories
- Strong knowledge of Git (or similar version control systems), including experience with branching, merging, and collaborative development workflows
- Hands-on experience conducting code reviews, debugging complex issues, and analyzing large codebases
- Outstanding attention to detail and ability to clearly communicate technical feedback and coding best practices

Payment:
- Currently, pay rates for core project work range from USD $13.50 to $27.50 per hour.
- Rates vary based on expertise, skills assessment, location, project need, and other factors. For example, higher rates may be offered to PhDs. For non-core work, such as during initial project onboarding or project overtime phases, lower rates may apply. Certain projects offer incentive payments. Please review the payment terms for each project.",,"Remote work: Work from the comfort of your home, or wherever you want
Flexible hours: Work anytime, you set your schedule
Weekly payouts: Don't wait weeks to get paid
Flex your expertise: Apply your skills to the development of the world's most exciting industry
Remote work: Work from the comfort of your home, or wherever you want
Flexible hours: Work anytime, you set your schedule
Weekly payouts: Don't wait weeks to get paid
Flex your expertise: Apply your skills to the development of the world's most exciting industry"
11/07/2025,00:49,4512316005,11/07/2025,,,Malaysian Freelance Writer,Remote,Malaysia,Languages,,https://app.outlier.ai/en/expert/opportunities/4512316005?location=All&type=All,"Outlier is a remote work platform offering flexible and lucrative opportunities for freelancers across various fields. We have paid over $100 million to more than 50,000 freelancers worldwide. Contributors on our platform help enhance the world's leading AI systems. Get started by applying today!
Average Income: $7.5 USD/Hour*
Your Responsibilities:
- Writing and editing high-quality text in Malaysian, tailored to Malaysian contexts.
- Creatively writing short stories based on given topics.
- Collaborating with team members worldwide to ensure consistency.
- Evaluating whether the provided text is factually accurate.
- Enhancing advanced AI models.
Advantages:
- Flexible working hours– work as much or as little as you like.
- Remote work– work from anywhere at your convenience.
- Transparent payments– paid weekly based on completed tasks.
- Start working immediately.
Requirements:
- Native fluency in written Malaysian.
- Understanding of nuances in the Malaysian language.
- Ability to follow detailed instructions and accept feedback.
- No prior AI experience required!
Preferred Expertise:
- Experience as a professional translator – able to switch seamlessly between English and Malaysian.
- Professional writing experience (copywriter, journalist, technical writer, editor, etc.).
- Currently pursuing or holding a degree in humanities or related writing fields.
- Currently pursuing or holding a postgraduate degree related to creative writing.

Have additional skills?Let us know — pay rates may vary based on your expertise.
Know additional languages?Join our community and tell us!
Have specialized technical experience?Join our community and let us know!

This is a freelance contract opportunity. Pay rates vary depending on expertise, skill evaluation, location, project requirements, and other factors. For example, higher rates may be offered to PhD holders. For non-core tasks, such as during the initial onboarding phase of a project or overtime work phases, lower rates may apply. Specific projects may offer additional incentive payments. Please review the payment terms for each project.",,"Remote work: Work from the comfort of your home, or wherever you want
Flexible hours: Work anytime, you set your schedule
Weekly payouts: Don't wait weeks to get paid
Flex your expertise: Apply your skills to the development of the world's most exciting industry
Remote work: Work from the comfort of your home, or wherever you want
Flexible hours: Work anytime, you set your schedule
Weekly payouts: Don't wait weeks to get paid
Flex your expertise: Apply your skills to the development of the world's most exciting industry"
18/07/2025,00:50,4583114005,18/07/2025,,,Create the Future of Technology – Train Robots with Data Entry for AI,Remote,Mexico,Specialists,,https://app.outlier.ai/en/expert/opportunities/4583114005?location=All&type=All,"Now Hiring: Robotics Data Collector - Quality Assurance – Help Improve AI 📢

Independent Contractor
Join a cutting-edge AI project and earn money from home while contributing to the future of artificial intelligence!
Your role? Wear innovative wearable technology to record daily activities and help train AI models for improved real-world understanding. You’ll also have the chance to review and label machine-learning data, ensuring high-quality standards are met.
While the screening process (ID and phone verification) will take place in Outlier, onboarding and tasking will occur on the Remotasks platform. If you are approved for the project after screening, you will receive instructions on how to create a Remotasks account.

- The position is a limited-term independent contractor role of 30-40 hours per week.
- Attend a one-time, remote training session required.
- Wear hand-mounted cameras and capture high-quality video recordings of various everyday tasks.
- Ensure recordings follow the required technical specifications.
- Perform and document diverse activities (cooking, organizing, using tools, etc.).
- Identify and resolve the root cause of low-quality data, providing feedback for improvements.
- Help establish best practices and optimize project workflows.
- Upload collected data on time each week.
- Handle and return provided recording equipment (cameras, grippers, SD cards).

- No prior experience needed—anyone can apply!
- Comfortable wearing hand-mounted recording devices for extended periods.
- Strong attention to detail and ability to follow precise recording instructions.
- Reliable access to a stable home environment for filming.
- Good computer skills (ability to work efficiently on a computer).
- Availability to work a minimum of 30 to 40 hours per week.
- Strong communication and teamwork skills.
- Good organizational and time-management skills.

- Experience with video recording or tech gadgets.
- Data labeling or previous quality assurance experience.
- A passion for AI, data collection, or research projects.
- Ability to perform a variety of manual tasks (crafts, organizing, etc.).
- Experience playing video games and/or owning a Gamer PC.
Important Information
Equipment Provided:We supply all necessary recording gear (cameras, grippers, SD cards).
Time Commitment:This agreement requires 30-40 hours per week for a limited term.
Location:Querétaro, Mexico - Remote (must be authorized to work in Mexico).
Onboarding:One-time, remote training session required.
Duration:Variable, depending on project length. Flexible hours available.
Freelance Opportunity:This is a freelance position, meaning no time-determined contract.

👉 Apply Today & Be Part of the Future of AI",,"Remote work: Work from the comfort of your home, or wherever you want
Flexible hours: Work anytime, you set your schedule
Weekly payouts: Don't wait weeks to get paid
Flex your expertise: Apply your skills to the development of the world's most exciting industry
Remote work: Work from the comfort of your home, or wherever you want
Flexible hours: Work anytime, you set your schedule
Weekly payouts: Don't wait weeks to get paid
Flex your expertise: Apply your skills to the development of the world's most exciting industry"
29/07/2025,00:56,4589706005,29/07/2025,,,Graphic Design for AI Training,Remote,"Argentina, Australia, Canada, United Kingdom, Mexico, New Zealand, Puerto Rico, United States, United Arab Emirates, Austria, Belgium, Brazil, Germany, Spain, France, Ireland, Italy, Japan, Luxembourg, Netherlands, Peru, Singapore",Specialists,,https://app.outlier.ai/en/expert/opportunities/4589706005?location=All&type=All,"Earn up to $40/hour + performance bonuses. Work remotely and flexibly.
Outlier, a platform owned and operated by Scale AI, is looking forGraphic Design professionalsto contribute their expertise toward training and refining cutting-edge AI systems. If you're passionate about visual design and excited by the future of AI, this is your opportunity to make a real impact.

- Train AI modelsby writing and answering Graphic Design-related questions that reflect real-world creative challenges.
- Evaluate AI outputsby reviewing and ranking visual reasoning and problem-solving responses from large language models.
- Assess factual accuracy and design quality, using your subject matter expertise to provide feedback that improves model performance.
- Contribute across projectsdepending on your specific skillset and experience.
- Education: Bachelor’s degree or higher (or currently enrolled) inGraphic Designor a related field (e.g. Visual Communication, Digital Media, Fine Arts).
- Subject Expertise: Deep understanding of graphic design concepts, principles, and applications.
- Analytical Skill: Ability to develop complex, professional-level design prompts and evaluate nuanced AI reasoning.
- Strong Writing: Clear, concise, and engaging writing to explain design decisions or critique visual responses.
- Attention to Detail: Commitment to accuracy and ability to assess technical and aesthetic aspects of design outputs.
- Professional experience in fields likebranding, typography, digital media, UX/UI, or motion graphics.
- Prior writing or editorial experience (content strategist, technical writer, editor, etc.).
- Interest or background in AI, machine learning, or creative tech tools.
- Base Rate: Up to $40/hour USD, depending on experience.
- Bonuses: Additional pay available based on project performance.
- Type: Freelance/1099 contract — not an internship.
- Location: Remote from Argentina, Australia, Canada, United Kingdom, Mexico, New Zealand, Puerto Rico, United States, United Arab Emirates, Austria, Belgium, Brazil, Germany, Spain, France, Ireland, Italy, Japan, Luxembourg, Netherlands, Peru, Singapore
- Schedule: Flexible hours — you choose when and how much to work.
- Payouts: Weekly via our secure platform.

⚠️ You must be authorized to work in your country of residence. We do not offer sponsorship or employment documentation. International students may be eligible — check with your visa advisor.

- Work Anywhere: 100% remote.
- Set Your Hours: Fully flexible schedule.
- Expand Your Impact: Use your creative skills to shape how AI understands visual communication.
- Grow Professionally: Stay sharp and gain insight into emerging AI technologies.

This is a freelance position that is paid on a per-hour basis.We don’t offer internships as this is a freelance role. You also must be authorized to work in your country of residence, andwe will notbe providing sponsorship since this is a 1099 contract opportunity. However, if you are an international student, you may be able to sign up if you are on a visa. You should contact your tax/immigration advisor with specific questions regarding your circumstances. We are unable to provide any documentation supporting employment at this time. Please be advised that compensation rates may differ for non-US locations.",,"Remote work: Work from the comfort of your home, or wherever you want
Flexible hours: Work anytime, you set your schedule
Weekly payouts: Don't wait weeks to get paid
Flex your expertise: Apply your skills to the development of the world's most exciting industry
Remote work: Work from the comfort of your home, or wherever you want
Flexible hours: Work anytime, you set your schedule
Weekly payouts: Don't wait weeks to get paid
Flex your expertise: Apply your skills to the development of the world's most exciting industry"
30/07/2025,00:52,4546475005,30/07/2025,,,Advanced Medical Expertise Sought for AI Training,Remote,"United States, Canada, Puerto Rico, Mexico, United Kingdom, New Zealand, Australia, Argentina",Specialists,,https://app.outlier.ai/en/expert/opportunities/4546475005?location=All&type=All,"About Outlier
Outlier is the world’s leading expert platform, connecting a network of over 100,000 contributors worldwide to improve AI models by providing expert human feedback. We partner with companies including OpenAI, Meta and Microsoft to enable advanced generative AI models to provide accurate responses and advanced reasoning capabilities.

- Create and answer clinical questionsto train AI in diagnostic and reasoning tasks.
- Review and analyze model responsesfor clinical soundness, scientific rigor, and relevance.
- Rank and assess AI outputsto identify strengths, weaknesses, and opportunities for improvement.
- Provide expert feedbackto help improve the quality, accuracy, and logic of AI-generated content.
- Medical Degree: MD, DO, MBBS, or equivalent from an accredited medical program (currently enrolled candidates may also be considered).
- Clinical Experience: Hands-on experience in a healthcare setting; strong preference for practicing or recently practicing clinicians.
- Subject Mastery: Ability to develop and critique complex, graduate-level medical reasoning tasks.
- Specialty Coverage: Expertise across one or more domains such as:
- Internal Medicine
- Emergency Medicine
- Cardiology
- General Surgery
- Diagnostic Radiology
- Critical Care or other subspecialties
- English Proficiency: Fluent in reading and writing, with minimal language errors.
- Analytical Skill: Detail-oriented with the ability to evaluate medical content for accuracy and logical flow.
- Research background withpeer-reviewed publications, patents, clinical trials, or industry R&D experience.
- Familiarity withAI model development, prompt engineering, or clinical informatics(not required but a plus).
- Clinically experiencedNPs, PAs, or nursing professionalsmay also be considered for some projects.
- Base Rate: Up to $50/hour USD, depending on qualifications, location, project type, and performance.
- Location: Fully remote — available to candidates in supported geographies.
- Schedule: Fully flexible — work as much or as little as you’d like.
- Payouts: Weekly.

Rates vary based on expertise, skills assessment, location, project need, and other factors. For example, higher rates may be offered to PhDs. For non-core work, such as during initial project onboarding or project overtime phases, lower rates may apply. Certain projects offer incentive payments. Please review the payment terms for each project.",,"Remote work: Work from the comfort of your home, or wherever you want
Flexible hours: Work anytime, you set your schedule
Weekly payouts: Don't wait weeks to get paid
Flex your expertise: Apply your skills to the development of the world's most exciting industry
Remote work: Work from the comfort of your home, or wherever you want
Flexible hours: Work anytime, you set your schedule
Weekly payouts: Don't wait weeks to get paid
Flex your expertise: Apply your skills to the development of the world's most exciting industry"
